Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
UNE pronostica una afectación de 1 639 MW en el horario pico nocturno,2026-05-15 08:59:00,"Central Termoeléctrica de Cienfuegos Carlos Manuel de Céspedes. Foto: Abel Padrón Padilla/ Cubadebate. En el día de ayer se afectó el servicio por déficit de capacidad durante las 24 horas y se mantuvo la afectación durante todo el horario de la madrugada. La máxima afectación por déficit de capacidad de generación en el día de ayer fue de 1991 MW a las 21:20 horas. La producción de energía de los 54 nuevos parques solares fotovoltaicos fue de 2112 MWh, con 200 MW como máxima potencia entregada en el horario de la media con esta fuente de generación. Durante la madrugada de hoy se continuo el proceso de restablecimiento del Sistema Eléctrico Nacional, quedando interconectado desde Pinar del Río hasta Holguín, las provincias de Santiago de Cuba, Granma y Guantánamo se encuentran trabajando con microsistemas aislados, se estima su interconexión al SEN con la entrada de la unidad 1 de la CTE Felton. La disponibilidad del SEN a las 06:30 horas era de 1241 MW, la demanda 2800 MW con 1565 MW afectados, para el horario de la media se estima una afectación de 1350 MW. Se encuentran en avería la unidad 6 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad de la CTE Guiteras, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Renté. Se encuentran en mantenimiento la unidad 5 de la CTE Mariel, la unidad 5 de la CTE Nuevitas, la unidad 1 de la CTE Felton y la unidad 6 de la CTE Renté. Se encuentra fuera de servicio la unidad 3 de la CTE Renté por la desconexión parcial del SEN. Las limitaciones en la generación térmica son de 246 MW. Para el pico se prevé la entrada la unidad 6 de la CTE Mariel con 70 MW, la entrada de la unidad 1 de la CTE Felton (en proceso de arranque), la unidad 3 de la CTE Renté con 50 MW y la entrada de 6 motores del emplazamiento de Moa fuel con 90 M. Con este pronóstico se estima para el horario de máxima demanda una disponibilidad de 1601 MW con una demanda máxima de 3220 MW, para un déficit de 1619 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1639 MW en este horario. Luego de su salida imprevista del sistema electroenergético nacional (SEN) este jueves, avanzan en la central termoeléctrica (CTE) Antonio Guiteras de Matanzas las acciones de reparación, informa el Periódico Girón. “La nueva avería en la caldera no tiene ninguna relación con el último evento. Como hemos tenido dos o tres salidas seguidas, en esta ocasión nos enfocaremos en revisar y reparar los elementos que han intervenido en esas averías o que hemos detectado con afectación”, refirió Román Pérez Castañeda, director general del bloque yumurino. “Es decir, nos centraremos en los CAR (calentadores de aire regenerativo), los quemadores y en la hermeticidad del horno. Además, se realizarán acciones sobre válvulas que afectan la operación”, aseguró. El director insistió en que “las primeras horas (más de 35) siempre son de enfriamiento y preparación. Luego se inspecciona para localizar el daño, determinar cómo ejecutar acciones de reparación, reparar, y después comprobar que ha sido correcto lo realizado. Lo último es restablecer todo y arrancar” . Luego de la salida del mayor bloque unitario del país la situación energética se complejizó aún más, con afectaciones que superaron los 2200 megawatt en el horario de máxima demanda de este jueves. (Con información de la UNE) Compartir en Facebook Compartir en Twitter Compartir en WhatsApp Compartir en Telegram Noticias Economía Rusia ofrece apoyo político, diplomático y material a Cuba frente al bloqueo de EEUU 15 mayo 2026 | + | Trump concluye visita a China con acuerdos para fortalecer la relación bilateral 15 mayo 2026 | + | UNE pronostica una afectación de 1 639 MW en el horario pico nocturno 15 mayo 2026 | + | Qué trae la prensa cubana, viernes 15 de mayo de 2026 15 mayo 2026 | + Manuel Marrero Cruz dirige sesión de trabajo por compleja situación electroenergética en La Habana 14 mayo 2026 | + ir aNoticias » UNE pronostica una afectación de 1 639 MW en el horario pico nocturno 15 mayo 2026 | + | Manuel Marrero Cruz dirige sesión de trabajo por compleja situación electroenergética en La Habana 14 mayo 2026 | + Termoeléctrica Guiteras en proceso de enfriamiento para evaluar avería en caldera 14 mayo 2026 | + | Merca-Max SURL: Producir desde la resiliencia, apostar por el sol 14 mayo 2026 | + | Sancti Spíritus: El respiro de las fuentes renovables de energía 14 mayo 2026 | + ir aEconomía »","Apagones, demanda, Economía, Electricidad, Empresa Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Panel solar, situación energética, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2026/05/15/une-pronostica-una-afectacion-de-1-639-mw-en-el-horario-pico-nocturno/
