Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
Unión Eléctrica pronostica una afectación de 1 825 MW en el horario pico,2025-06-26 08:37:00,"Trabajadores de la Unión Eléctrica. Foto: Andy Jorge Blanco/Cubadebate. La disponibilidad del SEN a las 07:00 horas fue de 1 785 MW la demanda 2 900 MW con 1 136 MW afectados por déficit de capacidad, en el horario de la media se estima una afectación de 1 250 MW, informó la Unión Eléctrica en su parte diario. En el día de ayer se afectó el servicio las 24 horas y se mantuvo afectado durante toda la madrugada de este jueves. La máxima afectación en el día de ayer fue de 1 765 MW a las 21:40 horas, coincidente con la hora de máxima demanda. La producción de energía de los 18 nuevos parques solares fotovoltaicos fue de 1 163 MWh, con 291 MW como máxima potencia entregada en el horario de la media. Según el parte de la UNE están en avería la Unidad 2 de la CTE Felton y Unidad 6 de la CTE Rente; en mantenimiento: Unidad 2 de la CTE Santa Cruz, Unidad 4 de la CTE Cienfuegos y Unidad 5 de la CTE Renté. Las limitaciones térmicas: 440 MW fuera de servicio. El parte agrega que están fuera de servicio por falta de combustible 98 centrales de generación distribuida con 851 MW; 41 MW por falta de aceite en motores de la generación distribuida, para un total se 892 MW afectado por esta causa. Para el pico se estima la entrada de la unidad 3 de Energas Varadero con 30 MW. Con este pronóstico, en el horario pico se estima una disponibilidad de 1 815 MW y una demanda máxima de 3 570 MW, para un déficit de 1 755 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1 825 MW en este horario. (Con información de UNE-MINEM)","Apagones, Economía, Electricidad, Empresa Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2025/06/26/union-electrica-pronostica-una-afectacion-de-1-825-mw-en-el-horario-pico/
