Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
La Unión Eléctrica pronostica una afectación de 1 595 MW para el horario pico nocturno,2025-06-30 08:59:00,"La Unión Eléctrica estima para el horario pico nocturno una disponibilidad de 2 055 MW y una demanda máxima de 3 580 MW, para un déficit de 1 525 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 1 595 MW en este horario. También se espera en ese momento del día la entrada de la unidad 5 de la CTE Mariel, con 55 MW, la entrada de la unidad 5 de la CTE Nuevitas, con 60 MW, el completamiento de la unidad 6 de Boca de Jaruco, con 60 MW, y la recuperación de 80 MW en motores de generación distribuida que están fuera por déficit de combustible. La disponibilidad del SEN a las 7:00 horas de este lunes era de 1 800 MW, y la demanda de 3 100 MW, con 1 378 MW afectados por déficit de capacidad de generación. En el horario de la media se estima una afectación de 1 450 MW. Entre las principales incidencias destacan las averías en la unidad 5 de la CTE Nuevitas y la unidad 2 de la CTE Felton. Están en mantenimiento la unidad 2 de la CTE Santa Cruz, la unidad 4 de la CTE Cienguegos y la unidad 5 de la CTE Renté. Por limitaciones térmicas, están fuera de servicio 351 MW, mientras presentan problemas por falta de combustible 98 centrales de generación distribuida, con 796 MW y 31 MW afectados por falta de aceite en motores, para un total de 827 MW afectados por déficit de combustible. En la jornada de ayer se afectó el servicio las 24 horas y se mantuvo así durante toda la madrugada de hoy. La máxima afectación en el día fue de 1 829 MW a las 21:00 horas, coincidente con el momento de máxima demanda, superior a lo planificado por la no entrada de la unidad 6 de Nuevitas. La producción de energía de los 18 nuevos parques solares fotovoltaicos fue de 1 720 MWh, con 378 MW como máxima potencia entregada en el horario de la media.","Cuba, Economía, Electricidad, Empresa Eléctrica, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2025/06/30/la-union-electrica-pronostica-una-afectacion-de-1-595-mw-para-el-horario-pico-nocturno/
