Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
UNE prevé afectación de 1 790 MW en horario pico este martes,2025-06-24 09:22:00,"La disponibilidad del sistema eléctrico nacional a las 07:00 horas era de 1 760 MW y la demanda, de 3 050 MW, con 1 305 MW afectados por déficit de capacidad, informó la Unión Eléctrica en su parte diario. En el horario de la media, se estima una afectación de 1 250 MW. Este lunes estuvo afectado el servicio las 24 horas y la situación se mantuvo durante toda la madrugada de hoy. La máxima afectación del lunes fue de 1 760 MW a las 22:00 horas, no coincidente con la hora de máxima demanda. La producción de energía de los 16 nuevos parques solares fotovoltaicos fue de 1 756 MWh, con 368 MW como máxima potencia entregada en el horario de la media con esta fuente de generación. Según el parte de la UNE, están en avería la unidad 1 de la CTE Santa Cruz, la unidad 2 de la CTE Felton y la unidad 6 de CTE Renté; en mantenimiento, la unidad 2 de la CTE Santa Cruz, la unidad 4 de la CTE Cienfuegos y la unidad 5 de la CTE Renté. Las limitaciones en la generación térmica son de 375 MW. El parte agrega que están fuera de servicio por falta de combustible 96 centrales de generación distribuida, con 788 MW, y hay 97 MW afectados por falta de aceite en motores de la generación distribuida, para un total de 885 MW afectados. Para el pico, se estima la entrada de la unidad 1 de la CTE Santa Cruz, con 70 MW. Con este pronóstico, para el horario pico de este martes la UNE espera una disponibilidad de 1 830 MW y una demanda máxima de 3 550 MW, para un déficit de 1 720 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1 790 MW en este horario.","Cuba, Electricidad, Energía, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",+,http://www.cubadebate.cu/noticias/2025/06/24/une-preve-afectacion-de-1-790-mw-en-horario-pico-este-martes/
